game,numPlayers,ai,run,move,player,choices,choice,time
Goofspiel,2,PR,5,11,1,8,8,1126
Goofspiel,2,PR,5,12,2,8,4,0
Goofspiel,2,PR,5,13,1,7,7,787
Goofspiel,2,PR,5,14,2,7,7,0
Goofspiel,2,PR,5,15,1,6,1,536
Goofspiel,2,PR,5,16,2,6,2,0
Goofspiel,2,PR,5,17,1,5,2,376
Goofspiel,2,PR,5,18,2,5,4,0
Goofspiel,2,PR,5,19,1,4,3,251
Goofspiel,2,PR,5,20,2,4,4,0
Goofspiel,2,PR,5,21,1,3,1,152
Goofspiel,2,PR,5,22,2,3,1,0
Goofspiel,2,PR,5,23,1,2,1,77
Goofspiel,2,PR,5,24,2,2,2,0
Goofspiel,2,PR,5,25,1,1,1,0
Goofspiel,2,PR,5,26,2,1,1,0
Goofspiel,2,PR,6,1,1,13,1,4040
Goofspiel,2,PR,6,2,2,13,11,0
Goofspiel,2,PR,6,3,1,12,3,3218
Goofspiel,2,PR,6,4,2,12,12,0
Goofspiel,2,PR,6,5,1,11,1,2520
Goofspiel,2,PR,6,6,2,11,5,0
Goofspiel,2,PR,6,7,1,10,2,1978
Goofspiel,2,PR,6,8,2,10,6,0
Goofspiel,2,PR,6,9,1,9,9,1480
Goofspiel,2,PR,6,10,2,9,9,0
Goofspiel,2,PR,6,11,1,8,1,1089
Goofspiel,2,PR,6,12,2,8,5,0
Goofspiel,2,PR,6,13,1,7,6,817
Goofspiel,2,PR,6,14,2,7,4,0
Goofspiel,2,PR,6,15,1,6,2,544
Goofspiel,2,PR,6,16,2,6,6,0
Goofspiel,2,PR,6,17,1,5,3,387
Goofspiel,2,PR,6,18,2,5,2,0
Goofspiel,2,PR,6,19,1,4,3,247
Goofspiel,2,PR,6,20,2,4,3,0
Goofspiel,2,PR,6,21,1,3,3,144
Goofspiel,2,PR,6,22,2,3,2,0
Goofspiel,2,PR,6,23,1,2,2,83
Goofspiel,2,PR,6,24,2,2,1,0
Goofspiel,2,PR,6,25,1,1,1,0
Goofspiel,2,PR,6,26,2,1,1,0
Goofspiel,2,PR,7,1,1,13,1,4062
Goofspiel,2,PR,7,2,2,13,8,0
Goofspiel,2,PR,7,3,1,12,11,3181
Goofspiel,2,PR,7,4,2,12,10,0
Goofspiel,2,PR,7,5,1,11,11,2550
Goofspiel,2,PR,7,6,2,11,5,0
Goofspiel,2,PR,7,7,1,10,8,1970
Goofspiel,2,PR,7,8,2,10,1,0
Goofspiel,2,PR,7,9,1,9,1,1507
Goofspiel,2,PR,7,10,2,9,5,0
Goofspiel,2,PR,7,11,1,8,1,1113
Goofspiel,2,PR,7,12,2,8,3,0
Goofspiel,2,PR,7,13,1,7,2,803
Goofspiel,2,PR,7,14,2,7,7,0
Goofspiel,2,PR,7,15,1,6,6,557
Goofspiel,2,PR,7,16,2,6,3,0
Goofspiel,2,PR,7,17,1,5,4,435
Goofspiel,2,PR,7,18,2,5,4,0
Goofspiel,2,PR,7,19,1,4,1,252
Goofspiel,2,PR,7,20,2,4,3,0
Goofspiel,2,PR,7,21,1,3,2,146
Goofspiel,2,PR,7,22,2,3,3,0
Goofspiel,2,PR,7,23,1,2,1,85
Goofspiel,2,PR,7,24,2,2,2,0
Goofspiel,2,PR,7,25,1,1,1,0
Goofspiel,2,PR,7,26,2,1,1,0
Goofspiel,2,PR,8,1,1,13,13,4241
Goofspiel,2,PR,8,2,2,13,2,0
Goofspiel,2,PR,8,3,1,12,3,3195
Goofspiel,2,PR,8,4,2,12,7,0
Goofspiel,2,PR,8,5,1,11,2,2574
Goofspiel,2,PR,8,6,2,11,3,0
Goofspiel,2,PR,8,7,1,10,1,1939
Goofspiel,2,PR,8,8,2,10,3,0
Goofspiel,2,PR,8,9,1,9,1,1504
Goofspiel,2,PR,8,10,2,9,8,0
Goofspiel,2,PR,8,11,1,8,1,1112
Goofspiel,2,PR,8,12,2,8,1,0
Goofspiel,2,PR,8,13,1,7,1,801
Goofspiel,2,PR,8,14,2,7,1,0
Goofspiel,2,PR,8,15,1,6,1,542
Goofspiel,2,PR,8,16,2,6,3,0
Goofspiel,2,PR,8,17,1,5,1,399
Goofspiel,2,PR,8,18,2,5,5,0
Goofspiel,2,PR,8,19,1,4,1,257
Goofspiel,2,PR,8,20,2,4,4,0
Goofspiel,2,PR,8,21,1,3,1,160
Goofspiel,2,PR,8,22,2,3,3,0
Goofspiel,2,PR,8,23,1,2,1,76
Goofspiel,2,PR,8,24,2,2,2,0
Goofspiel,2,PR,8,25,1,1,1,0
Goofspiel,2,PR,8,26,2,1,1,0
Goofspiel,2,PR,9,1,1,13,1,4045
Goofspiel,2,PR,9,2,2,13,9,0
Goofspiel,2,PR,9,3,1,12,12,3194
Goofspiel,2,PR,9,4,2,12,12,0
Goofspiel,2,PR,9,5,1,11,11,2686
Goofspiel,2,PR,9,6,2,11,10,0
Goofspiel,2,PR,9,7,1,10,1,1981
Goofspiel,2,PR,9,8,2,10,3,0
Goofspiel,2,PR,9,9,1,9,1,1523
Goofspiel,2,PR,9,10,2,9,4,0
Goofspiel,2,PR,9,11,1,8,2,1031
Goofspiel,2,PR,9,12,2,8,5,0
Goofspiel,2,PR,9,13,1,7,1,806
Goofspiel,2,PR,9,14,2,7,7,0
Goofspiel,2,PR,9,15,1,6,1,584
Goofspiel,2,PR,9,16,2,6,2,0
Goofspiel,2,PR,9,17,1,5,4,402
Goofspiel,2,PR,9,18,2,5,5,0
Goofspiel,2,PR,9,19,1,4,2,262
Goofspiel,2,PR,9,20,2,4,1,0
Goofspiel,2,PR,9,21,1,3,2,148
Goofspiel,2,PR,9,22,2,3,3,0
Goofspiel,2,PR,9,23,1,2,1,91
Goofspiel,2,PR,9,24,2,2,1,0
Goofspiel,2,PR,9,25,1,1,1,0
Goofspiel,2,PR,9,26,2,1,1,0
Goofspiel,2,PR,10,1,1,13,1,4242
Goofspiel,2,PR,10,2,2,13,5,0
Goofspiel,2,PR,10,3,1,12,1,3327
Goofspiel,2,PR,10,4,2,12,4,0
Goofspiel,2,PR,10,5,1,11,7,2659
Goofspiel,2,PR,10,6,2,11,2,0
Goofspiel,2,PR,10,7,1,10,1,1958
Goofspiel,2,PR,10,8,2,10,10,0
Goofspiel,2,PR,10,9,1,9,9,1485
Goofspiel,2,PR,10,10,2,9,5,0
Goofspiel,2,PR,10,11,1,8,2,1134
Goofspiel,2,PR,10,12,2,8,8,0
Goofspiel,2,PR,10,13,1,7,1,798
Goofspiel,2,PR,10,14,2,7,6,0
Goofspiel,2,PR,10,15,1,6,5,577
Goofspiel,2,PR,10,16,2,6,3,0
Goofspiel,2,PR,10,17,1,5,5,393
Goofspiel,2,PR,10,18,2,5,1,0
Goofspiel,2,PR,10,19,1,4,4,252
Goofspiel,2,PR,10,20,2,4,2,0
Goofspiel,2,PR,10,21,1,3,1,146
Goofspiel,2,PR,10,22,2,3,1,0
Goofspiel,2,PR,10,23,1,2,1,85
Goofspiel,2,PR,10,24,2,2,2,0
Goofspiel,2,PR,10,25,1,1,1,0
Goofspiel,2,PR,10,26,2,1,1,0
Goofspiel,2,PR,11,1,1,13,11,4178
Goofspiel,2,PR,11,2,2,13,4,0
Goofspiel,2,PR,11,3,1,12,12,3350
Goofspiel,2,PR,11,4,2,12,9,0
Goofspiel,2,PR,11,5,1,11,1,2640
Goofspiel,2,PR,11,6,2,11,8,0
Goofspiel,2,PR,11,7,1,10,8,1967
Goofspiel,2,PR,11,8,2,10,10,0
Goofspiel,2,PR,11,9,1,9,1,1482
Goofspiel,2,PR,11,10,2,9,3,0
Goofspiel,2,PR,11,11,1,8,8,1130
Goofspiel,2,PR,11,12,2,8,7,0
Goofspiel,2,PR,11,13,1,7,7,803
Goofspiel,2,PR,11,14,2,7,3,0
Goofspiel,2,PR,11,15,1,6,2,542
Goofspiel,2,PR,11,16,2,6,2,0
Goofspiel,2,PR,11,17,1,5,5,392
Goofspiel,2,PR,11,18,2,5,1,0
Goofspiel,2,PR,11,19,1,4,4,255
Goofspiel,2,PR,11,20,2,4,2,0
Goofspiel,2,PR,11,21,1,3,1,158
Goofspiel,2,PR,11,22,2,3,1,0
Goofspiel,2,PR,11,23,1,2,1,74
